AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8,AS9,AS10,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,DO1,DO2,DO3,DO4,DO5,DO6,DO7,DO8,DO9,DO10,age,gender,AS,SC,AD,DO,final
4,4,4,3,4,4,2,3,1,2,4,3,3,4,3,2,2,2,2,3,4,5,2,4,3,2,2,2,2,3,5,4,3,3,4,3,4,4,3,3,33,1,31,28,29,36,DO
5,4,4,4,4,4,2,2,2,1,2,4,2,5,4,2,2,2,2,2,3,3,4,4,2,2,2,2,3,2,3,3,4,4,4,4,4,4,2,2,36,1,32,27,27,34,DO
4,3,2,4,4,4,3,3,1,2,2,1,1,4,2,4,3,4,4,2,4,5,5,5,3,2,2,2,3,4,2,2,4,2,3,2,4,4,2,1,31,2,30,27,35,26,AD
4,4,3,4,5,4,3,1,2,4,2,2,2,4,3,4,3,4,3,2,3,5,5,5,3,2,4,3,1,2,4,3,4,3,4,4,4,5,3,1,17,1,34,29,33,35,DO
4,2,3,2,3,3,4,4,2,2,3,2,3,4,2,4,4,3,4,3,3,4,4,3,3,2,2,3,2,4,4,2,2,2,3,3,3,2,3,1,25,2,29,32,30,25,SC
4,4,2,4,3,3,3,2,2,2,5,3,4,4,4,3,2,2,3,2,4,5,5,5,3,2,2,3,2,2,4,4,2,2,3,2,4,4,2,3,24,2,29,32,33,30,AD
3,2,2,2,2,2,4,4,3,2,3,3,3,3,2,3,4,3,3,3,3,4,4,4,4,3,3,4,2,3,3,3,2,2,2,2,2,2,2,2,30,2,26,30,34,22,AD
4,2,2,2,2,3,3,3,2,1,2,1,1,4,2,4,3,4,4,3,4,2,4,3,3,3,3,4,1,2,3,3,2,2,3,1,2,2,1,1,48,2,24,28,29,20,AD
2,3,3,2,5,4,4,3,5,5,3,4,3,2,3,2,3,2,5,4,2,2,4,5,4,2,2,2,3,2,1,1,4,2,2,3,4,3,2,2,43,1,36,31,28,24,AS
1,2,2,2,2,2,4,4,2,3,4,1,1,1,1,5,2,2,5,2,1,5,3,4,3,2,2,5,1,1,1,1,1,1,1,1,2,2,1,1,25,2,24,24,27,12,AD
2,1,2,2,2,2,4,4,3,2,3,2,2,2,2,5,4,5,5,4,2,3,3,2,4,4,4,4,3,4,3,2,1,1,1,1,1,1,1,1,44,2,24,34,33,13,SC
3,1,1,4,3,3,3,3,5,1,2,4,2,3,4,2,1,4,2,1,3,3,4,4,2,2,2,4,3,3,4,2,3,2,4,2,0,4,1,1,43,1,27,25,30,23,AD
5,4,4,2,4,5,2,2,1,2,5,5,4,5,2,2,4,1,2,1,4,4,4,4,2,4,1,2,1,2,4,4,2,4,2,5,4,2,2,4,31,2,31,31,28,33,DO
5,4,4,3,3,4,2,2,1,2,3,2,1,5,2,4,3,4,4,1,5,5,5,5,2,1,1,1,1,2,4,2,4,2,4,2,4,4,1,2,32,2,30,29,28,29,AS
4,3,2,3,3,3,2,2,1,1,4,3,4,4,3,3,3,3,4,2,4,5,5,4,2,2,2,2,2,2,4,4,2,2,2,2,2,3,2,2,55,1,24,33,30,25,SC
2,2,1,3,1,1,4,4,2,3,4,1,1,2,2,5,4,4,5,2,2,5,4,4,3,3,3,4,1,3,3,2,4,2,3,3,2,2,2,2,40,2,23,30,32,25,AD
4,4,4,4,3,4,2,2,2,2,4,4,3,4,4,2,2,2,2,2,4,4,4,4,2,2,2,2,2,3,3,3,3,3,3,3,4,2,3,3,55,2,31,29,29,30,AS
4,2,2,2,3,2,4,2,2,2,5,3,2,4,4,2,3,2,4,2,3,4,4,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,23,2,25,31,29,20,SC
2,4,4,3,4,4,3,3,2,3,3,2,1,1,2,4,4,4,4,4,4,5,5,5,2,1,1,2,1,2,3,3,4,3,2,3,2,2,3,2,28,2,32,29,28,27,AS
4,4,3,4,4,2,4,5,1,2,2,4,4,4,2,2,2,4,4,2,2,4,2,4,4,1,2,4,1,2,4,4,2,1,2,1,2,1,2,2,24,2,33,30,26,21,AS
4,5,5,4,4,4,3,2,2,5,5,4,3,4,3,2,2,1,2,2,5,5,5,5,1,1,1,1,1,1,2,3,2,2,4,4,5,4,3,2,29,1,38,28,26,31,AS
5,4,4,5,4,4,2,2,5,2,5,4,5,5,4,2,2,1,3,1,4,5,5,5,3,2,2,2,1,2,4,4,3,2,3,3,3,4,3,3,24,1,37,32,31,32,AS
5,5,5,5,4,4,2,2,2,1,5,5,5,5,5,1,2,1,1,1,5,5,4,5,2,1,1,4,1,1,2,4,5,4,5,4,5,4,4,4,29,1,35,31,29,41,DO
4,4,2,3,5,4,2,3,1,1,5,4,3,4,3,1,4,1,2,2,5,5,4,4,2,2,1,2,1,2,4,3,4,2,2,3,4,4,2,3,20,1,29,29,28,31,DO
4,5,5,4,4,4,1,1,1,2,4,5,5,4,4,2,2,3,2,1,4,4,4,4,3,3,2,4,5,3,5,5,5,5,4,5,5,5,5,4,31,2,31,32,36,48,DO
4,4,5,5,4,4,2,3,1,1,5,4,4,4,4,2,2,2,1,2,4,5,5,5,3,1,1,3,1,2,5,5,4,4,4,4,5,5,5,5,25,1,33,30,30,46,DO
4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,3,2,2,3,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,37,1,35,31,32,40,DO
2,4,2,2,3,2,4,3,1,2,2,1,1,2,3,5,4,5,5,4,3,5,4,4,3,2,2,2,2,2,4,4,4,2,1,2,1,3,1,1,23,2,25,32,29,23,SC
2,4,3,4,2,2,2,4,2,2,4,2,3,3,2,4,3,2,4,4,4,4,3,4,3,3,3,4,2,3,2,2,2,2,2,2,2,2,2,2,55,2,27,31,33,20,AD
1,5,4,4,4,5,2,2,5,1,2,1,3,2,4,5,2,2,4,3,2,4,5,4,4,2,2,3,2,3,5,5,5,4,4,4,4,4,4,4,31,1,33,28,31,43,DO
3,2,2,3,2,2,5,4,3,3,4,3,2,3,2,2,3,2,4,3,3,4,4,3,4,2,2,2,2,3,3,3,2,2,2,2,3,2,2,1,30,2,29,28,29,22,AS
5,5,4,5,4,4,1,1,1,1,5,5,5,5,5,1,5,2,1,1,3,5,5,5,2,2,2,4,1,2,5,4,3,2,4,2,4,4,2,2,53,1,31,35,31,32,SC
5,3,4,4,4,3,3,2,1,1,3,5,3,4,4,2,1,3,3,3,5,5,5,5,2,3,2,3,2,3,5,5,4,3,5,4,5,4,2,3,30,1,30,31,35,40,DO
3,4,3,3,3,4,3,3,5,3,2,2,3,3,3,4,2,4,4,2,5,5,5,5,3,2,2,4,2,3,4,4,4,3,3,3,3,4,3,2,51,1,34,29,36,33,AD
5,3,3,4,2,5,1,1,1,1,2,2,4,4,2,4,3,3,4,1,1,2,3,2,4,4,4,5,4,1,3,3,4,5,5,3,5,5,4,2,33,1,26,29,30,39,DO
4,3,2,4,4,4,4,3,2,1,3,3,4,4,4,3,2,4,2,2,2,4,4,4,2,2,2,4,1,2,4,4,3,2,2,2,3,4,2,2,28,2,31,31,27,28,AS
4,2,2,3,2,3,4,2,2,2,4,2,3,4,3,4,2,2,4,2,4,4,5,4,4,4,3,2,1,2,2,2,3,1,2,2,3,3,1,1,29,2,26,30,33,20,AD
4,4,3,4,4,4,3,4,2,2,4,3,3,4,5,2,1,2,3,2,3,4,4,4,2,2,2,3,2,2,4,4,3,2,2,2,3,3,2,2,23,1,34,29,28,27,AS
5,4,4,5,4,4,2,2,1,1,4,5,5,5,5,1,1,1,1,1,3,4,5,4,4,4,2,4,1,3,5,5,4,4,4,5,5,5,4,4,65,1,32,29,34,45,DO
5,5,4,5,4,4,2,2,1,1,4,5,5,5,5,1,1,2,5,1,3,4,5,4,3,3,3,4,1,3,5,5,4,4,4,5,4,4,4,4,65,1,33,34,33,43,DO
5,4,4,4,4,3,2,2,1,1,4,4,2,4,5,2,2,2,2,2,3,4,4,4,2,2,2,2,2,4,3,2,3,2,4,3,4,4,3,4,43,1,30,29,29,32,DO
2,2,2,4,2,4,3,2,2,1,2,1,1,2,2,4,4,4,4,4,5,5,5,5,2,2,1,2,1,1,4,3,4,3,4,3,4,4,2,2,38,1,24,28,29,33,DO
1,4,4,2,2,2,2,2,2,2,1,1,1,1,2,5,4,5,5,2,2,2,4,2,4,4,4,4,1,4,2,2,2,2,4,2,4,4,2,2,30,3,23,27,31,26,AD
5,5,5,5,5,5,1,1,1,1,4,5,5,5,5,1,1,3,2,1,4,5,5,5,2,3,2,3,2,1,4,4,3,3,3,2,3,4,2,2,35,2,34,32,32,30,AS
5,5,4,5,4,4,2,2,2,1,4,5,5,5,5,1,1,3,2,1,4,5,5,4,3,3,2,4,1,2,5,5,4,4,4,5,4,4,4,4,65,1,34,32,33,43,DO
5,4,4,5,5,4,2,3,2,2,5,4,1,5,5,3,1,2,3,3,4,5,5,4,3,1,1,4,1,1,4,4,3,3,1,2,4,5,3,5,24,1,36,32,29,34,AS
3,4,2,4,3,4,2,3,1,1,3,3,5,3,3,3,2,3,2,2,2,5,5,5,3,2,3,4,2,3,4,4,1,2,2,2,3,3,4,1,32,1,27,29,34,26,AD
4,2,4,5,5,5,1,1,2,0,2,1,1,4,5,1,1,5,5,1,2,4,4,4,4,4,4,4,1,4,1,1,5,4,1,1,1,1,1,1,21,2,29,26,35,17,AD
2,3,2,4,2,2,3,3,1,2,4,3,2,2,4,3,1,4,3,3,2,5,5,3,4,2,2,3,1,2,2,2,4,2,3,2,2,2,1,1,24,2,24,29,29,21,SC
4,4,4,4,3,3,4,3,2,2,3,3,1,4,4,3,2,3,3,3,4,4,3,3,4,3,3,4,2,3,4,4,3,3,3,3,4,4,3,3,43,2,33,29,33,34,DO
2,1,1,3,2,1,3,4,3,2,4,3,1,2,4,2,2,2,3,3,5,5,4,5,2,1,1,2,1,1,2,2,5,2,3,1,4,2,1,1,21,2,22,26,27,23,AD
2,4,2,5,3,4,3,3,1,1,2,2,4,2,2,2,2,5,3,2,1,4,5,2,4,4,2,5,2,4,5,5,4,4,4,4,3,5,3,4,27,1,28,26,33,41,DO
5,5,5,4,5,5,2,1,1,1,4,5,5,5,4,1,1,1,1,1,4,5,5,5,3,2,2,3,5,3,5,5,4,5,5,5,5,5,4,4,24,1,34,28,37,47,DO
5,3,3,4,5,3,3,4,2,2,5,5,5,5,4,2,2,1,3,1,4,5,5,5,3,2,2,3,1,2,4,4,5,2,4,2,5,4,2,3,32,1,34,33,32,35,DO
4,4,4,3,3,4,2,2,2,3,2,2,2,4,3,3,2,4,3,2,2,4,5,4,2,2,2,4,1,2,2,2,2,2,2,2,4,4,1,2,39,2,31,27,28,23,AS
4,2,1,4,3,2,4,3,2,3,4,1,4,4,4,5,2,1,5,3,3,5,5,4,3,2,2,4,2,4,3,2,3,1,3,1,1,4,2,1,26,1,28,33,34,21,AD
2,4,3,4,4,3,3,3,2,2,4,2,3,4,3,4,2,4,4,2,3,4,5,5,2,2,4,4,2,2,4,4,5,4,5,5,4,4,3,3,23,1,30,32,33,41,DO
4,4,4,4,3,4,2,4,2,2,4,4,4,4,4,3,2,2,3,2,3,3,4,4,3,3,3,4,1,4,3,2,2,2,4,3,3,3,4,3,65,2,33,32,32,29,AS
5,3,2,4,4,4,2,2,1,1,5,5,4,4,4,1,2,2,2,2,4,4,5,4,2,1,2,2,1,2,4,4,3,2,2,2,4,4,1,1,40,1,28,31,27,27,SC
4,3,4,4,3,4,3,2,2,2,5,4,3,4,4,2,2,5,2,5,3,5,5,4,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,47,2,31,36,30,29,SC
4,5,4,4,4,4,2,2,1,1,5,5,5,4,5,1,2,2,2,2,4,4,4,4,3,2,2,3,3,3,3,2,3,2,2,2,3,3,4,4,42,1,31,33,32,28,SC
2,3,5,5,2,4,3,3,1,1,3,5,5,3,4,5,2,3,2,4,5,5,5,5,2,3,3,4,2,3,2,2,2,1,4,5,2,4,3,1,19,1,29,36,37,26,AD
2,3,4,4,4,4,2,3,2,1,2,2,2,2,3,4,3,4,4,4,3,4,3,3,2,2,2,2,2,2,2,3,4,3,5,4,4,4,3,3,17,2,29,30,25,35,DO
4,4,4,4,3,4,3,3,1,1,5,4,3,4,4,1,2,1,3,2,3,4,5,0,2,1,1,3,1,1,2,2,3,3,4,3,4,4,2,3,39,2,31,29,21,30,AS
4,4,3,2,3,4,3,2,1,1,4,3,2,4,2,2,2,2,2,1,4,5,4,4,4,4,3,3,1,2,4,4,4,3,2,4,4,5,3,3,50,2,27,24,34,36,DO
3,2,2,4,3,3,3,4,2,2,4,3,2,2,2,3,3,2,4,4,4,5,4,4,2,1,1,2,2,2,2,2,2,2,2,1,3,2,1,2,27,1,28,29,27,19,SC
4,3,3,4,4,3,4,2,2,2,3,3,4,4,4,2,2,4,4,3,4,4,4,4,2,2,2,4,1,4,4,4,3,2,2,2,3,4,2,2,28,2,31,33,31,28,SC
2,2,4,2,1,4,3,3,2,2,3,2,1,2,2,4,3,4,4,3,3,4,4,3,3,3,3,2,2,2,2,2,3,2,3,3,4,3,3,2,36,1,25,28,29,27,AD
1,5,5,5,5,3,3,3,1,1,5,5,1,1,5,1,1,1,1,3,5,1,3,3,1,1,1,1,3,5,3,3,5,5,5,3,3,1,3,3,28,2,32,24,24,34,DO
3,5,5,3,3,5,3,5,1,1,3,5,2,3,4,1,2,3,2,3,4,5,3,3,4,2,2,3,4,3,3,2,5,4,4,3,4,5,4,3,33,2,34,28,33,37,DO
2,1,2,3,2,2,4,4,2,2,3,3,2,2,3,2,3,2,2,3,4,5,5,5,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,28,2,24,25,35,21,AD
4,4,3,4,3,4,4,5,1,2,2,3,3,4,4,3,4,4,5,2,4,4,4,5,2,2,2,4,1,2,2,2,2,2,2,1,3,4,2,2,31,1,34,34,30,22,AS
4,4,4,4,4,5,2,2,2,1,3,3,4,4,4,3,2,3,2,5,2,4,4,4,3,3,2,2,1,3,4,3,3,4,4,4,3,4,4,4,28,2,32,33,28,37,DO
5,4,3,4,5,5,1,1,1,1,5,5,5,5,5,2,1,1,3,1,5,5,5,5,1,1,1,1,1,2,2,1,2,1,2,1,4,4,1,1,45,1,30,33,27,19,SC
4,3,3,4,3,4,2,2,1,5,4,4,5,4,4,2,2,2,2,5,4,4,5,4,2,2,2,4,2,4,2,2,2,1,2,1,4,2,2,1,41,1,31,34,33,19,SC
4,4,5,4,5,4,2,4,2,3,4,5,4,4,4,1,2,2,2,2,4,4,2,2,4,4,3,4,4,4,4,4,4,5,4,5,2,4,2,5,33,2,37,30,35,39,DO
4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,15,0,0,0,AS
4,4,3,4,3,4,2,1,1,1,5,2,4,4,3,4,2,2,4,1,5,5,5,5,2,2,2,2,2,3,2,2,4,2,4,2,4,4,2,3,46,2,27,31,33,29,AD
4,4,4,4,3,4,2,2,2,0,4,3,3,4,4,4,2,2,4,2,4,4,4,3,3,3,3,3,2,4,2,2,2,2,2,2,3,4,3,3,39,2,29,32,33,25,AD
4,4,2,3,4,3,2,4,1,4,3,2,1,4,3,2,1,4,4,2,4,5,5,5,3,2,4,5,1,4,5,3,5,4,4,3,4,5,2,2,17,1,31,26,38,37,AD
3,3,3,3,3,3,4,3,4,3,3,2,2,3,2,4,4,3,3,2,3,5,4,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,31,2,32,28,32,31,AS
3,2,2,4,2,4,4,3,4,1,3,2,4,3,3,4,3,2,4,3,5,4,4,3,4,4,2,5,2,4,3,1,4,2,5,4,5,5,2,2,17,1,29,31,37,33,AD
2,4,2,5,2,4,2,2,1,1,4,3,3,2,4,3,1,4,4,2,3,4,5,4,3,3,2,5,1,1,5,5,5,2,5,5,4,4,4,3,23,1,25,30,31,42,DO
2,2,1,2,3,3,4,4,1,1,4,2,2,2,3,4,3,2,3,2,4,5,5,5,2,1,1,2,1,1,4,4,3,3,4,2,3,4,2,1,38,2,23,27,27,30,DO
5,4,4,5,3,3,2,2,1,1,4,4,4,5,5,2,1,1,2,1,4,5,5,5,2,2,1,2,1,2,5,5,4,4,3,3,5,4,3,2,30,1,30,29,29,38,DO
4,4,4,4,4,4,2,2,5,1,4,4,4,4,4,2,2,2,2,1,4,4,5,4,4,2,4,4,2,2,3,3,4,2,2,4,4,4,2,1,41,1,34,29,35,29,AD
4,5,5,4,4,4,1,3,2,1,4,4,3,4,4,2,2,2,1,4,4,5,5,5,3,2,2,3,2,2,4,4,4,4,4,4,4,5,4,2,43,1,33,30,33,39,DO
3,3,2,3,3,4,4,4,3,2,4,4,2,3,2,3,3,3,2,2,4,4,4,4,3,3,2,2,2,4,3,4,3,2,4,2,4,4,3,2,38,2,31,28,32,31,AD
4,4,3,3,5,4,2,3,2,1,5,3,2,4,3,4,2,2,4,1,5,5,5,5,2,2,2,1,1,2,4,4,4,2,4,2,4,4,2,3,27,2,31,30,30,33,DO
5,4,4,4,3,4,2,3,2,2,5,5,5,5,4,2,2,2,2,1,3,5,4,4,2,2,2,3,1,2,4,4,4,4,4,2,5,5,4,2,37,1,33,33,28,38,DO
4,3,2,4,2,4,3,0,2,2,4,4,2,3,4,1,1,2,2,2,4,5,5,5,3,2,2,3,2,4,4,4,4,4,4,2,3,4,2,2,30,2,26,25,35,33,AD
3,3,3,4,3,3,3,2,2,2,3,3,3,3,4,3,2,3,3,2,2,4,5,5,3,3,2,4,3,2,3,3,4,4,4,3,3,4,2,3,47,1,28,29,33,33,AD
3,2,2,4,2,2,4,4,1,2,2,1,2,4,4,5,2,4,4,3,2,2,5,3,4,4,4,4,4,4,2,2,3,2,3,4,3,2,4,2,19,1,26,31,36,27,AD
2,5,4,3,4,5,4,2,1,1,2,1,4,2,3,5,1,4,4,2,5,4,5,5,4,3,1,5,1,1,4,4,4,4,3,1,5,4,4,2,40,1,31,28,34,35,DO
4,4,4,4,3,5,2,2,1,2,3,2,2,4,4,4,2,3,4,2,4,5,5,5,2,1,1,2,1,1,4,4,2,3,4,3,4,4,3,4,34,1,31,30,27,35,DO
4,3,3,4,3,3,3,2,2,2,4,2,2,4,3,4,4,2,4,2,3,4,4,4,2,2,2,2,2,3,2,2,3,1,3,3,3,3,1,3,41,2,29,31,28,24,SC
4,4,4,3,3,3,2,3,1,1,5,2,2,4,3,4,2,2,4,2,2,4,4,3,4,3,2,4,2,4,2,1,3,1,1,1,4,4,1,1,39,2,28,30,32,19,AD
2,3,3,3,3,4,2,2,1,1,4,1,1,2,3,5,3,2,5,3,3,4,4,4,3,2,3,4,2,2,4,4,2,1,1,1,2,2,1,1,58,1,24,29,31,19,AD
1,3,2,4,3,4,4,3,2,1,1,1,2,1,3,4,3,4,4,2,3,5,5,5,3,3,2,4,1,2,4,4,4,3,5,2,2,4,2,3,22,1,27,25,33,33,AD
5,5,5,5,4,5,1,3,3,5,4,4,5,5,5,1,1,1,3,2,5,5,5,5,1,1,1,5,3,3,3,4,3,3,3,4,4,4,1,1,52,1,41,31,34,30,AS
5,5,5,5,5,5,1,1,1,1,5,4,5,5,5,2,1,2,1,1,5,5,5,5,1,2,2,4,1,2,5,5,5,5,5,5,5,5,5,5,49,2,34,31,32,50,DO
4,4,4,3,3,3,2,4,3,5,4,5,4,4,2,2,1,1,3,2,2,4,4,4,3,3,2,4,1,3,4,3,4,3,4,2,4,4,3,4,59,2,35,28,30,35,AS
5,3,3,4,4,1,4,4,4,5,4,5,1,5,4,3,2,2,5,1,5,5,5,5,2,1,1,2,4,5,4,4,1,1,2,1,2,4,1,4,52,2,37,32,35,24,AS
3,4,4,3,4,4,2,3,2,2,3,3,3,3,3,3,3,4,3,2,3,3,3,3,4,4,3,3,0,4,3,3,3,3,4,4,2,3,3,3,45,2,31,30,30,31,AS
4,4,4,3,3,4,2,2,3,2,3,4,4,4,3,3,3,3,2,2,3,2,2,3,2,2,4,2,2,3,4,3,4,4,0,1,4,4,3,2,45,1,31,31,25,29,AS
5,4,2,4,3,3,2,3,2,2,5,4,5,4,4,1,1,2,3,2,4,5,4,4,3,2,1,3,2,2,3,2,3,2,2,3,3,3,2,2,55,2,30,31,30,25,SC
4,4,4,3,4,4,2,2,2,2,4,4,3,4,2,2,3,2,4,2,4,5,4,3,4,2,2,3,2,2,3,2,2,2,3,3,4,3,3,2,54,2,31,30,31,27,AS
4,4,2,4,2,2,2,4,1,2,5,4,2,2,2,2,1,1,2,1,5,4,4,4,4,2,2,4,2,2,2,2,2,2,2,2,4,4,2,3,53,2,27,22,33,25,AD
4,4,5,4,3,4,2,4,1,1,4,4,1,4,3,2,2,2,2,1,5,4,3,5,2,4,2,2,1,1,4,3,4,3,5,4,4,4,3,3,27,2,32,25,29,37,DO
4,4,4,3,5,3,2,1,2,1,4,5,3,3,3,1,2,1,2,1,5,5,3,5,1,2,1,3,2,1,3,2,5,4,4,4,5,5,2,4,38,1,29,25,28,38,DO
4,5,4,4,4,4,2,2,2,1,4,2,2,4,4,2,2,2,4,2,2,4,4,4,2,2,2,4,1,2,4,2,3,4,3,3,4,4,2,2,40,1,32,28,27,31,AS
3,2,2,2,3,4,3,4,2,2,4,2,1,3,2,4,2,4,4,3,2,4,4,5,3,2,1,5,1,1,4,3,3,3,2,1,4,3,2,2,40,2,27,29,28,27,SC
4,3,2,2,0,5,3,4,4,5,5,3,1,4,4,4,2,1,4,1,4,5,5,5,2,1,1,3,1,2,3,3,5,3,5,4,4,4,3,3,29,1,32,29,29,37,DO
4,4,4,2,4,3,3,3,1,2,4,1,1,3,2,5,3,2,5,2,3,4,3,4,4,2,2,4,1,3,4,2,3,1,3,1,4,0,2,1,36,2,30,28,30,21,AS
5,4,4,5,4,4,2,1,1,1,4,5,5,5,5,1,1,2,1,1,4,4,5,4,2,2,2,4,1,2,5,5,4,4,4,5,4,4,4,4,65,1,31,30,30,43,DO
4,4,2,4,2,3,4,4,2,1,5,4,4,4,4,2,2,4,2,2,4,4,4,4,4,2,2,5,4,2,1,1,4,1,1,1,1,1,1,1,56,2,30,33,35,13,AD
4,3,4,2,3,3,3,3,1,1,2,1,1,3,1,5,5,5,4,3,4,4,5,5,2,2,1,3,4,4,0,3,3,3,2,3,4,4,3,3,63,2,27,30,34,28,AD
4,5,5,5,4,4,3,3,5,2,4,4,4,4,3,2,2,3,3,1,5,4,5,4,4,2,1,2,1,3,3,3,4,3,3,3,3,4,2,4,50,2,40,30,31,32,AS
5,4,2,4,3,2,3,2,2,2,3,1,1,4,3,5,2,4,5,3,3,5,4,4,3,2,1,3,1,2,2,1,2,2,3,2,4,4,3,2,31,2,29,31,28,25,SC
2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,4,4,45,2,12,0,0,23,DO
5,5,4,4,3,4,2,1,1,2,4,3,3,4,4,4,2,2,3,1,2,3,5,5,3,4,2,4,1,3,5,5,5,4,5,3,4,5,3,2,32,1,31,30,32,41,DO
4,4,2,5,2,3,3,4,5,2,4,4,5,4,4,2,2,2,3,2,2,4,4,3,3,3,3,3,2,3,2,2,2,4,4,2,4,5,2,4,19,1,34,32,30,31,AS
4,3,2,3,2,3,4,3,2,2,4,4,4,4,3,3,2,2,4,3,2,4,4,4,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,52,2,28,33,34,20,AD
5,5,4,4,4,3,2,2,1,1,5,4,5,5,5,2,1,1,3,1,5,5,5,5,4,2,1,2,2,1,3,3,3,3,4,2,4,5,2,2,35,1,31,32,32,31,SC
4,2,3,4,3,3,3,4,4,3,4,4,1,2,3,3,2,2,2,3,5,4,4,3,3,3,3,3,4,3,3,3,2,2,2,2,3,2,2,2,54,2,33,26,35,23,AD
5,5,5,5,5,5,1,1,2,1,5,5,5,5,4,2,1,1,2,5,4,4,4,4,3,2,2,3,5,2,4,4,0,2,3,4,5,5,2,2,69,2,35,35,33,31,AS
5,4,4,5,4,2,4,4,2,2,5,4,4,4,4,2,4,2,2,2,4,4,4,4,4,3,2,2,4,2,4,2,4,2,2,4,2,4,3,1,39,2,36,33,33,28,AS
4,4,4,4,4,5,2,2,2,1,3,3,2,4,3,3,1,3,3,3,3,4,3,3,4,2,2,3,1,1,4,4,4,4,4,3,4,5,3,4,30,1,32,28,26,39,DO
4,4,5,4,4,4,2,2,2,1,4,4,3,4,4,3,2,2,3,1,3,5,4,4,4,3,3,3,3,3,4,4,2,2,1,3,2,3,3,2,35,1,32,30,35,26,AD
1,1,1,1,3,1,4,3,4,2,1,1,2,3,1,5,5,4,5,4,2,4,5,4,3,5,4,4,2,4,1,1,3,1,1,1,3,2,1,1,47,1,21,31,37,15,AD
4,4,4,4,3,4,3,4,1,2,5,2,4,5,4,4,2,2,3,1,5,4,3,4,4,2,2,3,2,4,5,5,3,3,2,3,2,4,2,4,39,1,33,32,33,33,AS
4,4,4,4,4,4,3,2,1,1,4,3,1,4,3,3,2,2,3,1,5,5,4,4,3,1,1,2,2,2,4,4,4,3,3,3,4,5,4,3,33,1,31,26,29,37,DO
1,4,4,3,1,4,2,2,2,1,2,5,4,2,4,2,2,4,1,2,1,2,5,5,4,4,4,4,5,3,4,2,4,2,3,2,4,5,1,1,39,2,24,28,37,28,AD
4,3,4,4,3,4,3,2,3,2,5,2,2,4,3,4,2,2,4,2,2,4,4,2,4,4,4,4,2,4,2,2,2,2,4,3,4,4,2,2,39,2,32,30,34,27,AD
2,4,3,2,2,4,3,2,5,2,2,2,4,3,1,4,4,4,4,4,3,3,4,4,3,3,2,4,3,2,1,1,4,1,2,4,3,2,1,1,45,1,29,32,31,20,SC
5,4,3,4,3,3,3,2,1,1,5,5,3,4,4,2,2,2,2,2,4,4,4,4,2,2,1,1,1,1,4,5,4,4,4,4,4,5,3,3,38,1,29,31,24,40,DO
3,4,4,4,4,4,2,4,2,3,4,3,2,3,4,4,3,2,3,3,1,4,1,3,4,4,4,4,3,4,5,3,4,4,4,4,1,4,2,3,42,2,34,31,32,34,AS
4,2,2,3,3,3,3,3,2,1,3,2,4,4,3,4,2,3,4,3,4,5,5,5,2,2,2,3,2,2,1,1,2,2,2,2,2,3,1,1,42,2,26,32,32,17,SC
4,4,4,4,4,4,4,4,2,2,4,3,2,3,3,3,2,2,3,3,3,4,4,4,3,2,2,4,2,3,3,3,2,2,2,3,3,3,2,2,44,2,36,28,31,25,AS
3,2,3,2,4,4,2,3,2,1,1,1,1,3,2,4,3,4,4,3,2,4,4,4,2,2,2,4,2,2,4,3,3,2,3,2,4,4,2,2,41,2,26,26,28,29,DO
4,4,3,4,5,5,2,3,1,1,5,5,4,4,4,1,1,1,1,1,3,5,5,4,2,4,2,3,1,3,2,3,3,3,5,4,3,4,4,3,41,2,32,27,32,34,DO
4,3,3,4,3,4,3,2,3,2,4,2,2,4,4,3,2,2,4,3,2,4,4,4,4,3,3,4,3,4,3,2,3,2,4,2,2,2,4,2,30,2,31,30,35,26,AD
4,4,3,2,4,3,3,4,1,1,5,4,5,0,3,4,2,2,4,1,5,5,5,5,5,3,3,4,1,3,3,2,4,1,2,2,4,4,2,1,54,1,29,30,39,25,AD
4,4,3,3,3,4,3,2,1,2,4,4,4,4,3,2,2,2,2,2,3,4,4,3,3,4,3,3,1,4,4,3,2,2,2,2,2,2,2,2,30,2,29,29,32,23,AD
5,5,5,4,5,5,2,1,3,1,2,3,5,5,2,3,2,4,3,1,2,2,4,4,2,3,3,4,3,1,3,3,4,4,4,5,4,4,1,1,33,2,36,30,28,33,AS
